time_s,time_h,radius_cm,temperature_C,moisture_kgkg
1293,0.359167,0.1,30.0994,2.5500
1293,0.359167,0.2,30.1183,2.5500
1293,0.359167,0.3,30.1499,2.5500
1293,0.359167,0.4,30.1944,2.5500
1293,0.359167,0.5,30.2518,2.5499
1293,0.359167,0.6,30.3223,2.5498
1293,0.359167,0.7,30.4062,2.5495
1293,0.359167,0.8,30.5038,2.5488
1293,0.359167,0.9,30.6153,2.5472
1293,0.359167,1.0,30.7411,2.5440
1293,0.359167,1.1,30.8815,2.5377
1293,0.359167,1.2,31.0369,2.5261
1293,0.359167,1.3,31.2077,2.5058
1293,0.359167,1.4,31.3943,2.4725
1293,0.359167,1.5,31.5972,2.4211
1293,0.359167,1.6,31.8170,2.3458
1293,0.359167,1.7,32.0544,2.2418
1293,0.359167,1.8,32.3105,2.1054
1293,0.359167,1.9,32.5867,1.9358
1293,0.359167,2.0,32.8850,1.7353
1294,0.359444,0.0,30.0967,2.5500
1294,0.359444,0.1,30.1030,2.5500
1294,0.359444,0.2,30.1220,2.5500
1294,0.359444,0.3,30.1536,2.5500
1294,0.359444,0.4,30.1981,2.5500
1294,0.359444,0.5,30.2555,2.5499
1294,0.359444,0.6,30.3261,2.5498
1294,0.359444,0.7,30.4101,2.5495
1294,0.359444,0.8,30.5077,2.5488
1294,0.359444,0.9,30.6193,2.5472
1294,0.359444,1.0,30.7451,2.5440
1294,0.359444,1.1,30.8856,2.5377
1294,0.359444,1.2,31.0411,2.5260
1294,0.359444,1.3,31.2119,2.5057
1294,0.359444,1.4,31.3986,2.4724
1294,0.359444,1.5,31.6016,2.4209
1294,0.359444,1.6,31.8215,2.3456
1294,0.359444,1.7,32.0590,2.2415
1294,0.359444,1.8,32.3153,2.1051
1294,0.359444,1.9,32.5918,1.9355
1294,0.359444,2.0,32.8904,1.7351
1295,0.359722,0.0,30.1004,2.5500
1295,0.359722,0.1,30.1067,2.5500
1295,0.359722,0.2,30.1257,2.5500
1295,0.359722,0.3,30.1573,2.5500
1295,0.359722,0.4,30.2018,2.5500
1295,0.359722,0.5,30.2593,2.5499
1295,0.359722,0.6,30.3299,2.5498
1295,0.359722,0.7,30.4139,2.5495
1295,0.359722,0.8,30.5116,2.5488
1295,0.359722,0.9,30.6232,2.5472
1295,0.359722,1.0,30.7492,2.5440
1295,0.359722,1.1,30.8897,2.5376
1295,0.359722,1.2,31.0453,2.5259
1295,0.359722,1.3,31.2162,2.5056
1295,0.359722,1.4,31.4030,2.4723
1295,0.359722,1.5,31.6060,2.4207
1295,0.359722,1.6,31.8260,2.3454
1295,0.359722,1.7,32.0637,2.2412
1295,0.359722,1.8,32.3202,2.1048
1295,0.359722,1.9,32.5968,1.9353
1295,0.359722,2.0,32.8957,1.7349
1296,0.360000,0.0,30.1041,2.5500
1296,0.360000,0.1,30.1104,2.5500
1296,0.360000,0.2,30.1293,2.5500
1296,0.360000,0.3,30.1610,2.5500
1296,0.360000,0.4,30.2055,2.5500
1296,0.360000,0.5,30.2630,2.5499
1296,0.360000,0.6,30.3337,2.5498
1296,0.360000,0.7,30.4178,2.5495
1296,0.360000,0.8,30.5155,2.5488
1296,0.360000,0.9,30.6272,2.5472
1296,0.360000,1.0,30.7532,2.5440
1296,0.360000,1.1,30.8938,2.5376
1296,0.360000,1.2,31.0495,2.5259
1296,0.360000,1.3,31.2205,2.5055
1296,0.360000,1.4,31.4073,2.4721
1296,0.360000,1.5,31.6105,2.4205
1296,0.360000,1.6,31.8306,2.3452
1296,0.360000,1.7,32.0684,2.2410
1296,0.360000,1.8,32.3250,2.1046
1296,0.360000,1.9,32.6019,1.9350
1296,0.360000,2.0,32.9011,1.7347
1297,0.360278,0.0,30.1077,2.5500
1297,0.360278,0.1,30.1140,2.5500
1297,0.360278,0.2,30.1330,2.5500
1297,0.360278,0.3,30.1647,2.5500
1297,0.360278,0.4,30.2093,2.5500
1297,0.360278,0.5,30.2668,2.5499
1297,0.360278,0.6,30.3375,2.5498
1297,0.360278,0.7,30.4216,2.5495
1297,0.360278,0.8,30.5194,2.5488
1297,0.360278,0.9,30.6312,2.5472
1297,0.360278,1.0,30.7573,2.5439
1297,0.360278,1.1,30.8979,2.5376
1297,0.360278,1.2,31.0536,2.5258
1297,0.360278,1.3,31.2247,2.5054
1297,0.360278,1.4,31.4117,2.4720
1297,0.360278,1.5,31.6149,2.4204
1297,0.360278,1.6,31.8351,2.3449
1297,0.360278,1.7,32.0731,2.2407
1297,0.360278,1.8,32.3299,2.1043
1297,0.360278,1.9,32.6070,1.9348
1297,0.360278,2.0,32.9064,1.7345
1298,0.360556,0.0,30.1114,2.5500
1298,0.360556,0.1,30.1177,2.5500
1298,0.360556,0.2,30.1367,2.5500
1298,0.360556,0.3,30.1684,2.5500
1298,0.360556,0.4,30.2130,2.5500
1298,0.360556,0.5,30.2706,2.5499
1298,0.360556,0.6,30.3413,2.5498
1298,0.360556,0.7,30.4255,2.5495
1298,0.360556,0.8,30.5234,2.5488
1298,0.360556,0.9,30.6352,2.5472
1298,0.360556,1.0,30.7613,2.5439
1298,0.360556,1.1,30.9021,2.5375
1298,0.360556,1.2,31.0578,2.5257
1298,0.360556,1.3,31.2290,2.5053
1298,0.360556,1.4,31.4160,2.4719
1298,0.360556,1.5,31.6194,2.4202
1298,0.360556,1.6,31.8397,2.3447
1298,0.360556,1.7,32.0778,2.2405
1298,0.360556,1.8,32.3348,2.1040
1298,0.360556,1.9,32.6121,1.9345
1298,0.360556,2.0,32.9118,1.7343
1299,0.360833,0.0,30.1150,2.5500
1299,0.360833,0.1,30.1214,2.5500
1299,0.360833,0.2,30.1404,2.5500
1299,0.360833,0.3,30.1721,2.5500
1299,0.360833,0.4,30.2167,2.5500
1299,0.360833,0.5,30.2743,2.5499
1299,0.360833,0.6,30.3451,2.5498
1299,0.360833,0.7,30.4294,2.5495
1299,0.360833,0.8,30.5273,2.5488
1299,0.360833,0.9,30.6392,2.5472
1299,0.360833,1.0,30.7654,2.5439
1299,0.360833,1.1,30.9062,2.5375
1299,0.360833,1.2,31.0620,2.5257
1299,0.360833,1.3,31.2333,2.5052
1299,0.360833,1.4,31.4204,2.4717
1299,0.360833,1.5,31.6238,2.4200
1299,0.360833,1.6,31.8443,2.3445
1299,0.360833,1.7,32.0825,2.2402
1299,0.360833,1.8,32.3397,2.1038
1299,0.360833,1.9,32.6172,1.9343
1299,0.360833,2.0,32.9172,1.7341
1300,0.361111,0.0,30.1187,2.5500
1300,0.361111,0.1,30.1250,2.5500
1300,0.361111,0.2,30.1441,2.5500
1300,0.361111,0.3,30.1758,2.5500
1300,0.361111,0.4,30.2205,2.5500
1300,0.361111,0.5,30.2781,2.5499
1300,0.361111,0.6,30.3490,2.5498
1300,0.361111,0.7,30.4332,2.5495
1300,0.361111,0.8,30.5312,2.5488
1300,0.361111,0.9,30.6432,2.5472
1300,0.361111,1.0,30.7694,2.5439
1300,0.361111,1.1,30.9103,2.5374
1300,0.361111,1.2,31.0662,2.5256
1300,0.361111,1.3,31.2375,2.5051
1300,0.361111,1.4,31.4247,2.4716
1300,0.361111,1.5,31.6283,2.4198
1300,0.361111,1.6,31.8488,2.3443
1300,0.361111,1.7,32.0872,2.2400
1300,0.361111,1.8,32.3446,2.1035
1300,0.361111,1.9,32.6223,1.9340
1300,0.361111,2.0,32.9225,1.7339
1301,0.361389,0.0,30.1224,2.5500
1301,0.361389,0.1,30.1287,2.5500
1301,0.361389,0.2,30.1477,2.5500
1301,0.361389,0.3,30.1795,2.5500
1301,0.361389,0.4,30.2242,2.5500
1301,0.361389,0.5,30.2819,2.5499
1301,0.361389,0.6,30.3528,2.5498
1301,0.361389,0.7,30.4371,2.5495
1301,0.361389,0.8,30.5351,2.5487
1301,0.361389,0.9,30.6471,2.5472
1301,0.361389,1.0,30.7735,2.5438
1301,0.361389,1.1,30.9144,2.5374
1301,0.361389,1.2,31.0704,2.5256
1301,0.361389,1.3,31.2418,2.5050
1301,0.361389,1.4,31.4291,2.4714
1301,0.361389,1.5,31.6327,2.4196
1301,0.361389,1.6,31.8534,2.3440
1301,0.361389,1.7,32.0919,2.2397
1301,0.361389,1.8,32.3495,2.1032
1301,0.361389,1.9,32.6275,1.9338
1301,0.361389,2.0,32.9279,1.7337
1302,0.361667,0.0,30.1260,2.5500
1302,0.361667,0.1,30.1324,2.5500
1302,0.361667,0.2,30.1514,2.5500
1302,0.361667,0.3,30.1832,2.5500
1302,0.361667,0.4,30.2279,2.5500
1302,0.361667,0.5,30.2857,2.5499
1302,0.361667,0.6,30.3566,2.5498
1302,0.361667,0.7,30.4410,2.5495
1302,0.361667,0.8,30.5391,2.5487
1302,0.361667,0.9,30.6511,2.5471
1302,0.361667,1.0,30.7775,2.5438
1302,0.361667,1.1,30.9186,2.5374
1302,0.361667,1.2,31.0746,2.5255
1302,0.361667,1.3,31.2461,2.5049
1302,0.361667,1.4,31.4334,2.4713
1302,0.361667,1.5,31.6372,2.4194
1302,0.361667,1.6,31.8580,2.3438
1302,0.361667,1.7,32.0967,2.2394
1302,0.361667,1.8,32.3544,2.1030
1302,0.361667,1.9,32.6326,1.9335
1302,0.361667,2.0,32.9333,1.7334
1303,0.361944,0.0,30.1297,2.5500
1303,0.361944,0.1,30.1361,2.5500
1303,0.361944,0.2,30.1551,2.5500
1303,0.361944,0.3,30.1870,2.5500
1303,0.361944,0.4,30.2317,2.5500
1303,0.361944,0.5,30.2894,2.5499
1303,0.361944,0.6,30.3604,2.5498
1303,0.361944,0.7,30.4448,2.5495
1303,0.361944,0.8,30.5430,2.5487
1303,0.361944,0.9,30.6551,2.5471
1303,0.361944,1.0,30.7816,2.5438
1303,0.361944,1.1,30.9227,2.5373
1303,0.361944,1.2,31.0788,2.5254
1303,0.361944,1.3,31.2504,2.5048
1303,0.361944,1.4,31.4378,2.4712
1303,0.361944,1.5,31.6417,2.4192
1303,0.361944,1.6,31.8626,2.3436
1303,0.361944,1.7,32.1014,2.2392
1303,0.361944,1.8,32.3593,2.1027
1303,0.361944,1.9,32.6377,1.9333
1303,0.361944,2.0,32.9388,1.7332
1304,0.362222,0.0,30.1334,2.5500
1304,0.362222,0.1,30.1397,2.5500
1304,0.362222,0.2,30.1588,2.5500
1304,0.362222,0.3,30.1907,2.5500
1304,0.362222,0.4,30.2354,2.5500
1304,0.362222,0.5,30.2932,2.5499
1304,0.362222,0.6,30.3642,2.5498
1304,0.362222,0.7,30.4487,2.5495
1304,0.362222,0.8,30.5469,2.5487
1304,0.362222,0.9,30.6591,2.5471
1304,0.362222,1.0,30.7856,2.5438
1304,0.362222,1.1,30.9268,2.5373
1304,0.362222,1.2,31.0830,2.5254
1304,0.362222,1.3,31.2547,2.5047
1304,0.362222,1.4,31.4422,2.4710
1304,0.362222,1.5,31.6461,2.4191
1304,0.362222,1.6,31.8672,2.3434
1304,0.362222,1.7,32.1061,2.2389
1304,0.362222,1.8,32.3642,2.1024
1304,0.362222,1.9,32.6429,1.9330
1304,0.362222,2.0,32.9442,1.7330
1305,0.362500,0.0,30.1371,2.5500
1305,0.362500,0.1,30.1434,2.5500
1305,0.362500,0.2,30.1625,2.5500
1305,0.362500,0.3,30.1944,2.5500
1305,0.362500,0.4,30.2392,2.5500
1305,0.362500,0.5,30.2970,2.5499
1305,0.362500,0.6,30.3681,2.5498
1305,0.362500,0.7,30.4526,2.5495
1305,0.362500,0.8,30.5509,2.5487
1305,0.362500,0.9,30.6631,2.5471
1305,0.362500,1.0,30.7897,2.5438
1305,0.362500,1.1,30.9309,2.5372
1305,0.362500,1.2,31.0872,2.5253
1305,0.362500,1.3,31.2589,2.5046
1305,0.362500,1.4,31.4465,2.4709
1305,0.362500,1.5,31.6506,2.4189
1305,0.362500,1.6,31.8717,2.3431
1305,0.362500,1.7,32.1109,2.2387
1305,0.362500,1.8,32.3691,2.1022
1305,0.362500,1.9,32.6480,1.9328
1305,0.362500,2.0,32.9496,1.7328
1306,0.362778,0.0,30.1408,2.5500
1306,0.362778,0.1,30.1471,2.5500
1306,0.362778,0.2,30.1662,2.5500
1306,0.362778,0.3,30.1981,2.5500
1306,0.362778,0.4,30.2429,2.5500
1306,0.362778,0.5,30.3008,2.5499
1306,0.362778,0.6,30.3719,2.5498
1306,0.362778,0.7,30.4565,2.5495
1306,0.362778,0.8,30.5548,2.5487
1306,0.362778,0.9,30.6671,2.5471
1306,0.362778,1.0,30.7938,2.5437
1306,0.362778,1.1,30.9351,2.5372
1306,0.362778,1.2,31.0914,2.5252
1306,0.362778,1.3,31.2632,2.5045
1306,0.362778,1.4,31.4509,2.4707
1306,0.362778,1.5,31.6551,2.4187
1306,0.362778,1.6,31.8764,2.3429
1306,0.362778,1.7,32.1156,2.2384
1306,0.362778,1.8,32.3741,2.1019
1306,0.362778,1.9,32.6532,1.9325
1306,0.362778,2.0,32.9550,1.7326
1307,0.363056,0.0,30.1444,2.5500
1307,0.363056,0.1,30.1508,2.5500
1307,0.363056,0.2,30.1699,2.5500
1307,0.363056,0.3,30.2018,2.5500
1307,0.363056,0.4,30.2467,2.5500
1307,0.363056,0.5,30.3046,2.5499
1307,0.363056,0.6,30.3757,2.5498
1307,0.363056,0.7,30.4604,2.5495
1307,0.363056,0.8,30.5587,2.5487
1307,0.363056,0.9,30.6711,2.5471
1307,0.363056,1.0,30.7978,2.5437
1307,0.363056,1.1,30.9392,2.5372
1307,0.363056,1.2,31.0956,2.5252
1307,0.363056,1.3,31.2675,2.5044
1307,0.363056,1.4,31.4553,2.4706
1307,0.363056,1.5,31.6596,2.4185
1307,0.363056,1.6,31.8810,2.3427
1307,0.363056,1.7,32.1204,2.2382
1307,0.363056,1.8,32.3790,2.1016
1307,0.363056,1.9,32.6584,1.9323
1307,0.363056,2.0,32.9605,1.7324
1308,0.363333,0.0,30.1481,2.5500
1308,0.363333,0.1,30.1545,2.5500
1308,0.363333,0.2,30.1736,2.5500
1308,0.363333,0.3,30.2056,2.5500
1308,0.363333,0.4,30.2504,2.5500
1308,0.363333,0.5,30.3084,2.5499
1308,0.363333,0.6,30.3796,2.5498
1308,0.363333,0.7,30.4642,2.5495
1308,0.363333,0.8,30.5627,2.5487
1308,0.363333,0.9,30.6751,2.5471
1308,0.363333,1.0,30.8019,2.5437
1308,0.363333,1.1,30.9433,2.5371
1308,0.363333,1.2,31.0998,2.5251
1308,0.363333,1.3,31.2718,2.5043
1308,0.363333,1.4,31.4597,2.4705
1308,0.363333,1.5,31.6640,2.4183
1308,0.363333,1.6,31.8856,2.3424
1308,0.363333,1.7,32.1252,2.2379
1308,0.363333,1.8,32.3840,2.1014
1308,0.363333,1.9,32.6636,1.9320
1308,0.363333,2.0,32.9659,1.7322
1309,0.363611,0.0,30.1518,2.5500
1309,0.363611,0.1,30.1582,2.5500
1309,0.363611,0.2,30.1773,2.5500
1309,0.363611,0.3,30.2093,2.5500
1309,0.363611,0.4,30.2542,2.5500
1309,0.363611,0.5,30.3122,2.5499
1309,0.363611,0.6,30.3834,2.5498
1309,0.363611,0.7,30.4681,2.5495
1309,0.363611,0.8,30.5666,2.5487
1309,0.363611,0.9,30.6791,2.5471
1309,0.363611,1.0,30.8060,2.5437
1309,0.363611,1.1,30.9475,2.5371
1309,0.363611,1.2,31.1041,2.5250
1309,0.363611,1.3,31.2761,2.5042
1309,0.363611,1.4,31.4641,2.4703
1309,0.363611,1.5,31.6685,2.4181
1309,0.363611,1.6,31.8902,2.3422
1309,0.363611,1.7,32.1299,2.2376
1309,0.363611,1.8,32.3889,2.1011
1309,0.363611,1.9,32.6688,1.9318
1309,0.363611,2.0,32.9714,1.7320
1310,0.363889,0.0,30.1555,2.5500
1310,0.363889,0.1,30.1619,2.5500
1310,0.363889,0.2,30.1810,2.5500
1310,0.363889,0.3,30.2130,2.5500
1310,0.363889,0.4,30.2579,2.5500
1310,0.363889,0.5,30.3159,2.5499
1310,0.363889,0.6,30.3872,2.5498
1310,0.363889,0.7,30.4720,2.5495
1310,0.363889,0.8,30.5705,2.5487
1310,0.363889,0.9,30.6831,2.5470
1310,0.363889,1.0,30.8100,2.5436
1310,0.363889,1.1,30.9516,2.5370
1310,0.363889,1.2,31.1083,2.5250
1310,0.363889,1.3,31.2804,2.5041
1310,0.363889,1.4,31.4685,2.4702
1310,0.363889,1.5,31.6730,2.4180
1310,0.363889,1.6,31.8948,2.3420
1310,0.363889,1.7,32.1347,2.2374
1310,0.363889,1.8,32.3939,2.1008
1310,0.363889,1.9,32.6740,1.9315
1310,0.363889,2.0,32.9769,1.7318
1311,0.364167,0.0,30.1592,2.5500
1311,0.364167,0.1,30.1656,2.5500
1311,0.364167,0.2,30.1847,2.5500
1311,0.364167,0.3,30.2167,2.5500
1311,0.364167,0.4,30.2617,2.5500
1311,0.364167,0.5,30.3197,2.5499
1311,0.364167,0.6,30.3911,2.5498
1311,0.364167,0.7,30.4759,2.5494
1311,0.364167,0.8,30.5745,2.5487
1311,0.364167,0.9,30.6871,2.5470
1311,0.364167,1.0,30.8141,2.5436
1311,0.364167,1.1,30.9558,2.5370
1311,0.364167,1.2,31.1125,2.5249
1311,0.364167,1.3,31.2847,2.5040
1311,0.364167,1.4,31.4728,2.4700
1311,0.364167,1.5,31.6775,2.4178
1311,0.364167,1.6,31.8994,2.3418
1311,0.364167,1.7,32.1395,2.2371
1311,0.364167,1.8,32.3989,2.1006
1311,0.364167,1.9,32.6792,1.9313
1311,0.364167,2.0,32.9823,1.7316
1312,0.364444,0.0,30.1629,2.5500
1312,0.364444,0.1,30.1693,2.5500
1312,0.364444,0.2,30.1885,2.5500
1312,0.364444,0.3,30.2205,2.5500
1312,0.364444,0.4,30.2655,2.5500
1312,0.364444,0.5,30.3235,2.5499
1312,0.364444,0.6,30.3949,2.5498
1312,0.364444,0.7,30.4798,2.5494
1312,0.364444,0.8,30.5784,2.5487
1312,0.364444,0.9,30.6911,2.5470
1312,0.364444,1.0,30.8182,2.5436
1312,0.364444,1.1,30.9599,2.5370
1312,0.364444,1.2,31.1167,2.5248
1312,0.364444,1.3,31.2890,2.5039
1312,0.364444,1.4,31.4772,2.4699
1312,0.364444,1.5,31.6820,2.4176
1312,0.364444,1.6,31.9041,2.3415
1312,0.364444,1.7,32.1443,2.2369
1312,0.364444,1.8,32.4039,2.1003
1312,0.364444,1.9,32.6844,1.9310
1312,0.364444,2.0,32.9878,1.7314
1313,0.364722,0.0,30.1666,2.5500
1313,0.364722,0.1,30.1730,2.5500
1313,0.364722,0.2,30.1922,2.5500
1313,0.364722,0.3,30.2242,2.5500
1313,0.364722,0.4,30.2692,2.5500
1313,0.364722,0.5,30.3273,2.5499
1313,0.364722,0.6,30.3988,2.5498
1313,0.364722,0.7,30.4837,2.5494
1313,0.364722,0.8,30.5824,2.5487
1313,0.364722,0.9,30.6951,2.5470
1313,0.364722,1.0,30.8222,2.5436
1313,0.364722,1.1,30.9640,2.5369
1313,0.364722,1.2,31.1209,2.5248
1313,0.364722,1.3,31.2933,2.5038
1313,0.364722,1.4,31.4816,2.4698
1313,0.364722,1.5,31.6865,2.4174
1313,0.364722,1.6,31.9087,2.3413
1313,0.364722,1.7,32.1491,2.2366
1313,0.364722,1.8,32.4089,2.1000
1313,0.364722,1.9,32.6896,1.9308
1313,0.364722,2.0,32.9933,1.7312
1314,0.365000,0.0,30.1703,2.5500
1314,0.365000,0.1,30.1767,2.5500
1314,0.365000,0.2,30.1959,2.5500
1314,0.365000,0.3,30.2280,2.5500
1314,0.365000,0.4,30.2730,2.5500
1314,0.365000,0.5,30.3311,2.5499
1314,0.365000,0.6,30.4026,2.5498
1314,0.365000,0.7,30.4876,2.5494
1314,0.365000,0.8,30.5863,2.5487
1314,0.365000,0.9,30.6991,2.5470
1314,0.365000,1.0,30.8263,2.5435
1314,0.365000,1.1,30.9682,2.5369
1314,0.365000,1.2,31.1251,2.5247
1314,0.365000,1.3,31.2976,2.5037
1314,0.365000,1.4,31.4860,2.4696
1314,0.365000,1.5,31.6910,2.4172
1314,0.365000,1.6,31.9134,2.3411
1314,0.365000,1.7,32.1539,2.2364
1314,0.365000,1.8,32.4139,2.0998
1314,0.365000,1.9,32.6948,1.9305
1314,0.365000,2.0,32.9988,1.7310
1315,0.365278,0.0,30.1740,2.5500
1315,0.365278,0.1,30.1804,2.5500
1315,0.365278,0.2,30.1996,2.5500
1315,0.365278,0.3,30.2317,2.5500
1315,0.365278,0.4,30.2768,2.5500
1315,0.365278,0.5,30.3349,2.5499
1315,0.365278,0.6,30.4064,2.5498
1315,0.365278,0.7,30.4915,2.5494
1315,0.365278,0.8,30.5903,2.5487
1315,0.365278,0.9,30.7031,2.5470
1315,0.365278,1.0,30.8304,2.5435
1315,0.365278,1.1,30.9723,2.5368
1315,0.365278,1.2,31.1294,2.5246
1315,0.365278,1.3,31.3019,2.5036
1315,0.365278,1.4,31.4904,2.4695
1315,0.365278,1.5,31.6956,2.4170
1315,0.365278,1.6,31.9180,2.3409
1315,0.365278,1.7,32.1587,2.2361
1315,0.365278,1.8,32.4189,2.0995
1315,0.365278,1.9,32.7001,1.9303
1315,0.365278,2.0,33.0043,1.7308
1316,0.365556,0.0,30.1777,2.5500
1316,0.365556,0.1,30.1841,2.5500
1316,0.365556,0.2,30.2033,2.5500
1316,0.365556,0.3,30.2354,2.5500
1316,0.365556,0.4,30.2805,2.5500
1316,0.365556,0.5,30.3388,2.5499
1316,0.365556,0.6,30.4103,2.5498
1316,0.365556,0.7,30.4954,2.5494
1316,0.365556,0.8,30.5942,2.5487
1316,0.365556,0.9,30.7072,2.5470
1316,0.365556,1.0,30.8345,2.5435
1316,0.365556,1.1,30.9765,2.5368
1316,0.365556,1.2,31.1336,2.5246
1316,0.365556,1.3,31.3062,2.5035
1316,0.365556,1.4,31.4948,2.4693
1316,0.365556,1.5,31.7001,2.4169
1316,0.365556,1.6,31.9227,2.3406
1316,0.365556,1.7,32.1635,2.2359
1316,0.365556,1.8,32.4239,2.0992
1316,0.365556,1.9,32.7053,1.9300
1316,0.365556,2.0,33.0098,1.7306
1317,0.365833,0.0,30.1814,2.5500
1317,0.365833,0.1,30.1878,2.5500
1317,0.365833,0.2,30.2071,2.5500
1317,0.365833,0.3,30.2392,2.5500
1317,0.365833,0.4,30.2843,2.5500
1317,0.365833,0.5,30.3426,2.5499
1317,0.365833,0.6,30.4141,2.5498
1317,0.365833,0.7,30.4993,2.5494
1317,0.365833,0.8,30.5982,2.5486
1317,0.365833,0.9,30.7112,2.5470
1317,0.365833,1.0,30.8385,2.5435
1317,0.365833,1.1,30.9806,2.5368
1317,0.365833,1.2,31.1378,2.5245
1317,0.365833,1.3,31.3105,2.5034
1317,0.365833,1.4,31.4993,2.4692
1317,0.365833,1.5,31.7046,2.4167
1317,0.365833,1.6,31.9273,2.3404
1317,0.365833,1.7,32.1683,2.2356
1317,0.365833,1.8,32.4289,2.0990
1317,0.365833,1.9,32.7106,1.9298
1317,0.365833,2.0,33.0154,1.7305
1318,0.366111,0.0,30.1851,2.5500
1318,0.366111,0.1,30.1915,2.5500
1318,0.366111,0.2,30.2108,2.5500
1318,0.366111,0.3,30.2429,2.5500
1318,0.366111,0.4,30.2881,2.5500
1318,0.366111,0.5,30.3464,2.5499
1318,0.366111,0.6,30.4180,2.5498
1318,0.366111,0.7,30.5032,2.5494
1318,0.366111,0.8,30.6021,2.5486
1318,0.366111,0.9,30.7152,2.5469
1318,0.366111,1.0,30.8426,2.5435
1318,0.366111,1.1,30.9848,2.5367
1318,0.366111,1.2,31.1420,2.5245
1318,0.366111,1.3,31.3148,2.5033
1318,0.366111,1.4,31.5037,2.4691
1318,0.366111,1.5,31.7091,2.4165
1318,0.366111,1.6,31.9320,2.3402
1318,0.366111,1.7,32.1732,2.2353
1318,0.366111,1.8,32.4339,2.0987
1318,0.366111,1.9,32.7158,1.9295
1318,0.366111,2.0,33.0209,1.7303
1319,0.366389,0.0,30.1889,2.5500
1319,0.366389,0.1,30.1953,2.5500
1319,0.366389,0.2,30.2145,2.5500
1319,0.366389,0.3,30.2467,2.5500
1319,0.366389,0.4,30.2919,2.5500
1319,0.366389,0.5,30.3502,2.5499
1319,0.366389,0.6,30.4219,2.5498
1319,0.366389,0.7,30.5071,2.5494
1319,0.366389,0.8,30.6061,2.5486
1319,0.366389,0.9,30.7192,2.5469
1319,0.366389,1.0,30.8467,2.5434
1319,0.366389,1.1,30.9889,2.5367
1319,0.366389,1.2,31.1463,2.5244
1319,0.366389,1.3,31.3192,2.5032
1319,0.366389,1.4,31.5081,2.4689
1319,0.366389,1.5,31.7137,2.4163
1319,0.366389,1.6,31.9367,2.3400
1319,0.366389,1.7,32.1780,2.2351
1319,0.366389,1.8,32.4390,2.0984
1319,0.366389,1.9,32.7211,1.9293
1319,0.366389,2.0,33.0264,1.7301
1320,0.366667,0.0,30.1926,2.5500
1320,0.366667,0.1,30.1990,2.5500
1320,0.366667,0.2,30.2183,2.5500
1320,0.366667,0.3,30.2504,2.5500
1320,0.366667,0.4,30.2956,2.5500
1320,0.366667,0.5,30.3540,2.5499
1320,0.366667,0.6,30.4257,2.5498
1320,0.366667,0.7,30.5110,2.5494
1320,0.366667,0.8,30.6101,2.5486
1320,0.366667,0.9,30.7232,2.5469
1320,0.366667,1.0,30.8508,2.5434
1320,0.366667,1.1,30.9931,2.5366
1320,0.366667,1.2,31.1505,2.5243
1320,0.366667,1.3,31.3235,2.5031
1320,0.366667,1.4,31.5125,2.4688
1320,0.366667,1.5,31.7182,2.4161
1320,0.366667,1.6,31.9413,2.3397
1320,0.366667,1.7,32.1829,2.2348
1320,0.366667,1.8,32.4440,2.0982
1320,0.366667,1.9,32.7264,1.9290
1320,0.366667,2.0,33.0320,1.7299
1321,0.366944,0.0,30.1963,2.5500
1321,0.366944,0.1,30.2027,2.5500
1321,0.366944,0.2,30.2220,2.5500
1321,0.366944,0.3,30.2542,2.5500
1321,0.366944,0.4,30.2994,2.5500
1321,0.366944,0.5,30.3578,2.5499
1321,0.366944,0.6,30.4296,2.5498
1321,0.366944,0.7,30.5149,2.5494
1321,0.366944,0.8,30.6140,2.5486
1321,0.366944,0.9,30.7272,2.5469
1321,0.366944,1.0,30.8549,2.5434
1321,0.366944,1.1,30.9972,2.5366
1321,0.366944,1.2,31.1547,2.5243
1321,0.366944,1.3,31.3278,2.5030
1321,0.366944,1.4,31.5169,2.4686
1321,0.366944,1.5,31.7227,2.4159
1321,0.366944,1.6,31.9460,2.3395
1321,0.366944,1.7,32.1877,2.2346
1321,0.366944,1.8,32.4491,2.0979
1321,0.366944,1.9,32.7316,1.9288
1321,0.366944,2.0,33.0374,1.7297
1322,0.367222,0.0,30.2000,2.5500
1322,0.367222,0.1,30.2064,2.5500
1322,0.367222,0.2,30.2257,2.5500
1322,0.367222,0.3,30.2579,2.5500
1322,0.367222,0.4,30.3032,2.5500
1322,0.367222,0.5,30.3616,2.5499
1322,0.367222,0.6,30.4334,2.5498
1322,0.367222,0.7,30.5188,2.5494
1322,0.367222,0.8,30.6180,2.5486
1322,0.367222,0.9,30.7313,2.5469
1322,0.367222,1.0,30.8590,2.5434
1322,0.367222,1.1,31.0014,2.5366
1322,0.367222,1.2,31.1590,2.5242
1322,0.367222,1.3,31.3321,2.5029
1322,0.367222,1.4,31.5214,2.4685
1322,0.367222,1.5,31.7273,2.4157
1322,0.367222,1.6,31.9507,2.3393
1322,0.367222,1.7,32.1926,2.2343
1322,0.367222,1.8,32.4541,2.0976
1322,0.367222,1.9,32.7369,1.9285
1322,0.367222,2.0,33.0428,1.7295
1323,0.367500,0.0,30.2037,2.5500
1323,0.367500,0.1,30.2102,2.5500
1323,0.367500,0.2,30.2295,2.5500
1323,0.367500,0.3,30.2617,2.5500
1323,0.367500,0.4,30.3070,2.5500
1323,0.367500,0.5,30.3655,2.5499
