step,time_s,dt_s,midpoint_radius_m,radius_m,midpoint_air_temperature_C,midpoint_air_moisture_kgkg,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_balance_residual,moisture_balance_residual,temperature_boundary_flux,moisture_boundary_flux,max_moisture_kgkg,max_xi,max_radius_m
39258,138690.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.817480e-12,6.721872e-11,2.429347e-16,3.616351e-16,3.616351e-16,1.143700e-07,-2.190639e-19,-9.222253e-09,-3.367318e-07,1.826784370815e-01,0.000000000000e+00,0.000000000000e+00
39259,138695.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.314860e-12,6.719893e-11,2.429350e-16,3.616600e-16,3.616600e-16,-5.320801e-08,1.016440e-20,-9.325873e-09,-3.367023e-07,1.826733348832e-01,0.000000000000e+00,0.000000000000e+00
39260,138700.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.128253e-12,6.717956e-11,2.429354e-16,3.616849e-16,3.616849e-16,1.828926e-07,3.742827e-20,-6.957398e-09,-3.366729e-07,1.826682331539e-01,0.000000000000e+00,0.000000000000e+00
39261,138705.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.878054e-12,6.716011e-11,2.429358e-16,3.617099e-16,3.617099e-16,-1.991129e-09,-4.691504e-19,-5.136632e-09,-3.366434e-07,1.826631318934e-01,0.000000000000e+00,0.000000000000e+00
39262,138710.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.149570e-12,6.714013e-11,2.429361e-16,2.713011e-16,2.713011e-16,3.390777e-08,-4.883145e-19,-4.648134e-09,-3.366139e-07,1.826580311017e-01,0.000000000000e+00,0.000000000000e+00
39263,138715.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.679102e-12,6.712081e-11,2.429365e-16,2.713198e-16,2.713198e-16,-7.546635e-08,-1.699360e-19,-5.151435e-09,-3.365845e-07,1.826529307788e-01,0.000000000000e+00,0.000000000000e+00
39264,138720.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.854872e-12,6.710126e-11,2.429369e-16,2.713384e-16,2.713384e-16,4.348134e-08,-1.349218e-18,-5.980401e-09,-3.365550e-07,1.826478309246e-01,0.000000000000e+00,0.000000000000e+00
39265,138725.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.261747e-12,6.708153e-11,2.429373e-16,2.713571e-16,2.713571e-16,1.455999e-07,1.027080e-18,-4.648134e-09,-3.365256e-07,1.826427315389e-01,0.000000000000e+00,0.000000000000e+00
39266,138730.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.888534e-12,6.706209e-11,3.239169e-16,2.713758e-16,3.239169e-16,-1.164934e-07,9.100310e-19,-4.026409e-09,-3.364962e-07,1.826376326219e-01,0.000000000000e+00,0.000000000000e+00
39267,138735.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.828316e-12,6.704262e-11,2.429380e-16,3.166269e-16,3.166269e-16,-1.562563e-07,-9.131545e-19,-5.684342e-09,-3.364667e-07,1.826325341733e-01,0.000000000000e+00,0.000000000000e+00
39268,138740.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.988010e-12,6.702300e-11,2.429384e-16,2.714132e-16,2.714132e-16,-8.673882e-08,3.599890e-20,-4.884981e-09,-3.364373e-07,1.826274361931e-01,0.000000000000e+00,0.000000000000e+00
39269,138745.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.876188e-12,6.700361e-11,3.239183e-16,2.714319e-16,3.239183e-16,8.636552e-08,-3.544303e-19,-3.227048e-09,-3.364079e-07,1.826223386813e-01,0.000000000000e+00,0.000000000000e+00
39270,138750.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.719869e-12,6.698402e-11,2.429391e-16,3.619341e-16,3.619341e-16,1.011062e-07,-4.928144e-19,-4.144833e-09,-3.363784e-07,1.826172416377e-01,0.000000000000e+00,0.000000000000e+00
39271,138755.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.577760e-12,6.696443e-11,2.429395e-16,2.714692e-16,2.714692e-16,1.218412e-07,1.037615e-19,-8.763360e-09,-3.363490e-07,1.826121450624e-01,0.000000000000e+00,0.000000000000e+00
39272,138760.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.160406e-12,6.694493e-11,2.429399e-16,2.714879e-16,2.714879e-16,1.768561e-07,1.031845e-18,-1.249371e-08,-3.363196e-07,1.826070489552e-01,0.000000000000e+00,0.000000000000e+00
39273,138765.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.302514e-12,6.692547e-11,2.429403e-16,3.620088e-16,3.620088e-16,8.274715e-08,1.668126e-19,-1.552832e-08,-3.362902e-07,1.826019533162e-01,0.000000000000e+00,0.000000000000e+00
39274,138770.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.355627e-12,6.690595e-11,2.429406e-16,2.715253e-16,2.715253e-16,-1.336290e-07,-2.226108e-19,-1.389999e-08,-3.362608e-07,1.825968581451e-01,0.000000000000e+00,0.000000000000e+00
39275,138775.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.510437e-12,6.688645e-11,2.429410e-16,2.715440e-16,2.715440e-16,-4.485395e-08,-7.835055e-21,-1.190159e-08,-3.362314e-07,1.825917634420e-01,0.000000000000e+00,0.000000000000e+00
39276,138780.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.137224e-12,6.686696e-11,2.429414e-16,2.715627e-16,2.715627e-16,8.041664e-08,3.533186e-19,-1.080617e-08,-3.362020e-07,1.825866692068e-01,0.000000000000e+00,0.000000000000e+00
39277,138785.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.384049e-12,6.684748e-11,2.429417e-16,3.621085e-16,3.621085e-16,-9.598352e-08,-5.906996e-19,-9.814372e-09,-3.361726e-07,1.825815754394e-01,0.000000000000e+00,0.000000000000e+00
39278,138790.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.796163e-12,6.682803e-11,2.429421e-16,2.716001e-16,2.716001e-16,1.466378e-07,-1.650497e-18,-1.400361e-08,-3.361432e-07,1.825764821398e-01,0.000000000000e+00,0.000000000000e+00
39279,138795.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.456968e-12,6.680871e-11,2.429425e-16,2.716188e-16,2.716188e-16,8.177324e-08,8.296158e-19,-1.712704e-08,-3.361138e-07,1.825713893079e-01,0.000000000000e+00,0.000000000000e+00
39280,138800.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.581491e-12,6.678914e-11,2.429429e-16,3.621833e-16,3.621833e-16,-1.554608e-08,-1.198022e-19,-1.601682e-08,-3.360844e-07,1.825662969436e-01,0.000000000000e+00,0.000000000000e+00
39281,138805.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.544099e-12,6.676965e-11,2.429432e-16,2.716561e-16,2.716561e-16,-4.187178e-08,-4.424688e-19,-1.088019e-08,-3.360550e-07,1.825612050469e-01,0.000000000000e+00,0.000000000000e+00
39282,138810.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.629364e-12,6.675027e-11,2.429436e-16,2.716748e-16,2.716748e-16,-3.023233e-07,-3.902175e-19,-3.286260e-09,-3.360256e-07,1.825561136177e-01,0.000000000000e+00,0.000000000000e+00
39283,138815.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.909850e-12,6.673077e-11,2.429440e-16,3.169758e-16,3.169758e-16,-1.125617e-07,-5.816999e-19,-5.921189e-11,-3.359963e-07,1.825510226559e-01,0.000000000000e+00,0.000000000000e+00
39284,138820.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,1.045208e-11,6.671130e-11,2.429444e-16,3.622830e-16,3.622830e-16,-3.821269e-07,-1.472779e-19,3.878379e-09,-3.359669e-07,1.825459321615e-01,0.000000000000e+00,0.000000000000e+00
39285,138825.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.506706e-12,6.669188e-11,2.429447e-16,2.717309e-16,2.717309e-16,-8.043872e-08,-1.415074e-19,3.833970e-09,-3.359375e-07,1.825408421344e-01,0.000000000000e+00,0.000000000000e+00
39286,138830.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.035883e-12,6.667243e-11,2.429451e-16,3.623328e-16,3.623328e-16,-4.236216e-09,-1.591310e-18,-1.036208e-09,-3.359082e-07,1.825357525745e-01,0.000000000000e+00,0.000000000000e+00
39287,138835.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.726974e-12,6.665290e-11,3.239273e-16,2.717683e-16,3.239273e-16,-1.564084e-08,2.339929e-19,-4.707346e-09,-3.358788e-07,1.825306634818e-01,0.000000000000e+00,0.000000000000e+00
39288,138840.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.858247e-12,6.663353e-11,2.429458e-16,3.623827e-16,3.623827e-16,1.924453e-09,-6.833968e-19,-2.383279e-09,-3.358495e-07,1.825255748562e-01,0.000000000000e+00,0.000000000000e+00
39289,138845.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.918821e-12,6.661430e-11,2.429462e-16,3.624076e-16,3.624076e-16,-4.625897e-08,-5.714825e-19,1.125026e-09,-3.358201e-07,1.825204866976e-01,0.000000000000e+00,0.000000000000e+00
39290,138850.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.979039e-12,6.659463e-11,3.239288e-16,2.718244e-16,3.239288e-16,7.381006e-08,5.209253e-20,2.842171e-09,-3.357908e-07,1.825153990060e-01,0.000000000000e+00,0.000000000000e+00
39291,138855.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.096457e-12,6.657540e-11,2.429470e-16,3.624574e-16,3.624574e-16,2.089574e-07,5.673533e-19,-7.401487e-10,-3.357614e-07,1.825103117814e-01,0.000000000000e+00,0.000000000000e+00
39292,138860.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.671996e-12,6.655606e-11,3.239298e-16,2.718618e-16,3.239298e-16,5.174748e-08,5.774647e-19,-3.878379e-09,-3.357321e-07,1.825052250236e-01,0.000000000000e+00,0.000000000000e+00
39293,138865.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.929301e-12,6.653664e-11,2.429477e-16,2.718805e-16,2.718805e-16,-7.367693e-08,-6.907024e-19,-2.960595e-11,-3.357027e-07,1.825001387325e-01,0.000000000000e+00,0.000000000000e+00
39294,138870.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.861978e-12,6.651728e-11,2.429481e-16,2.718992e-16,2.718992e-16,4.969111e-08,-6.893789e-19,2.886580e-09,-3.356734e-07,1.824950529082e-01,0.000000000000e+00,0.000000000000e+00
39295,138875.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.712764e-12,6.649785e-11,2.429485e-16,3.625571e-16,3.625571e-16,1.621578e-08,-7.885347e-19,6.513308e-09,-3.356441e-07,1.824899675505e-01,0.000000000000e+00,0.000000000000e+00
39296,138880.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.435652e-12,6.647859e-11,2.429488e-16,3.625821e-16,3.625821e-16,1.919851e-07,-1.482943e-18,5.092223e-09,-3.356148e-07,1.824848826594e-01,0.000000000000e+00,0.000000000000e+00
39297,138885.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.883294e-12,6.645907e-11,2.429492e-16,3.172811e-16,3.172811e-16,-4.059898e-08,2.149875e-19,1.243450e-09,-3.355854e-07,1.824797982348e-01,0.000000000000e+00,0.000000000000e+00
39298,138890.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.563550e-12,6.644008e-11,2.429496e-16,3.626319e-16,3.626319e-16,-2.023274e-07,4.764560e-21,3.108624e-09,-3.355561e-07,1.824747142767e-01,0.000000000000e+00,0.000000000000e+00
39299,138895.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.210144e-12,6.642058e-11,2.429499e-16,2.719926e-16,2.719926e-16,-2.230484e-07,1.300566e-18,8.363680e-09,-3.355268e-07,1.824696307850e-01,0.000000000000e+00,0.000000000000e+00
39300,138900.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.591971e-12,6.640112e-11,2.429503e-16,2.720113e-16,2.720113e-16,-2.241590e-07,-1.179758e-18,1.450691e-08,-3.354975e-07,1.824645477596e-01,0.000000000000e+00,0.000000000000e+00
39301,138905.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.723244e-12,6.638182e-11,2.429507e-16,3.627067e-16,3.627067e-16,-1.068048e-07,-3.739650e-19,1.613524e-08,-3.354682e-07,1.824594652004e-01,0.000000000000e+00,0.000000000000e+00
39302,138910.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.835421e-12,6.636255e-11,2.429511e-16,3.627316e-16,3.627316e-16,-1.082146e-07,-4.081640e-20,1.441810e-08,-3.354389e-07,1.824543831074e-01,0.000000000000e+00,0.000000000000e+00
39303,138915.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.355627e-12,6.634312e-11,2.429514e-16,2.720674e-16,2.720674e-16,8.571911e-08,-7.190780e-19,1.193120e-08,-3.354096e-07,1.824493014806e-01,0.000000000000e+00,0.000000000000e+00
39304,138920.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.560175e-12,6.632383e-11,2.429518e-16,2.720861e-16,2.720861e-16,-1.187790e-07,-1.235609e-18,1.483258e-08,-3.353803e-07,1.824442203198e-01,0.000000000000e+00,0.000000000000e+00
39305,138925.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.664891e-12,6.630462e-11,3.239362e-16,3.174556e-16,3.239362e-16,-1.245336e-07,-4.821206e-19,1.711224e-08,-3.353510e-07,1.824391396250e-01,0.000000000000e+00,0.000000000000e+00
39306,138930.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.323830e-12,6.628526e-11,2.429526e-16,2.721235e-16,2.721235e-16,-8.600149e-08,5.477127e-19,1.364834e-08,-3.353218e-07,1.824340593962e-01,0.000000000000e+00,0.000000000000e+00
39307,138935.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.510081e-12,6.626599e-11,3.239372e-16,3.628563e-16,3.628563e-16,1.584069e-07,9.093428e-19,8.526513e-09,-3.352925e-07,1.824289796332e-01,0.000000000000e+00,0.000000000000e+00
39308,138940.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.599077e-12,6.624647e-11,2.429533e-16,2.721609e-16,2.721609e-16,5.523705e-08,-5.279133e-19,8.171241e-09,-3.352632e-07,1.824239003360e-01,0.000000000000e+00,0.000000000000e+00
39309,138945.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.575895e-12,6.622735e-11,2.429537e-16,2.721796e-16,2.721796e-16,6.792850e-08,-2.104877e-19,6.483702e-09,-3.352339e-07,1.824188215046e-01,0.000000000000e+00,0.000000000000e+00
39310,138950.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.089351e-12,6.620805e-11,2.429540e-16,3.629311e-16,3.629311e-16,-1.917202e-07,-1.432068e-18,6.454097e-09,-3.352047e-07,1.824137431388e-01,0.000000000000e+00,0.000000000000e+00
39311,138955.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.068035e-12,6.618876e-11,2.429544e-16,2.722170e-16,2.722170e-16,8.756827e-09,-2.633743e-19,8.763360e-09,-3.351754e-07,1.824086652387e-01,0.000000000000e+00,0.000000000000e+00
39312,138960.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.853007e-12,6.616967e-11,2.429548e-16,2.722357e-16,2.722357e-16,2.051343e-08,-1.254085e-18,7.490305e-09,-3.351461e-07,1.824035878040e-01,0.000000000000e+00,0.000000000000e+00
39313,138965.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.700418e-12,6.615049e-11,2.429552e-16,2.722544e-16,2.722544e-16,2.670433e-07,-9.021960e-19,7.046215e-09,-3.351169e-07,1.823985108349e-01,0.000000000000e+00,0.000000000000e+00
39314,138970.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.474910e-12,6.613110e-11,2.429555e-16,2.722731e-16,2.722731e-16,3.206104e-08,-1.421321e-18,4.204045e-09,-3.350876e-07,1.823934343312e-01,0.000000000000e+00,0.000000000000e+00
39315,138975.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.591971e-12,6.611178e-11,3.239412e-16,3.630558e-16,3.630558e-16,-1.158479e-07,-2.246755e-19,-2.457294e-09,-3.350584e-07,1.823883582928e-01,0.000000000000e+00,0.000000000000e+00
39316,138980.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.519052e-12,6.609252e-11,2.429563e-16,2.723105e-16,2.723105e-16,-3.406708e-08,-1.030627e-18,-2.694141e-09,-3.350291e-07,1.823832827197e-01,0.000000000000e+00,0.000000000000e+00
39317,138985.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.002221e-12,6.607336e-11,2.429566e-16,3.631057e-16,3.631057e-16,2.532535e-07,2.194874e-19,-1.110223e-09,-3.349999e-07,1.823782076118e-01,0.000000000000e+00,0.000000000000e+00
39318,138990.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.726974e-12,6.605408e-11,2.429570e-16,2.723480e-16,2.723480e-16,1.563006e-07,-3.841294e-19,-3.878379e-09,-3.349707e-07,1.823731329690e-01,0.000000000000e+00,0.000000000000e+00
39319,138995.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.826450e-12,6.603484e-11,2.429574e-16,2.723667e-16,2.723667e-16,1.870513e-08,-5.919172e-19,-6.661338e-09,-3.349414e-07,1.823680587914e-01,0.000000000000e+00,0.000000000000e+00
39320,139000.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.176482e-12,6.601560e-11,2.429578e-16,3.631805e-16,3.631805e-16,5.857670e-08,-5.383424e-19,-1.080617e-08,-3.349122e-07,1.823629850787e-01,0.000000000000e+00,0.000000000000e+00
39321,139005.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.762502e-12,6.599641e-11,3.239442e-16,3.632054e-16,3.632054e-16,1.497980e-07,4.622153e-19,-8.378483e-09,-3.348830e-07,1.823579118310e-01,0.000000000000e+00,0.000000000000e+00
39322,139010.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.547474e-12,6.597715e-11,2.429585e-16,3.632304e-16,3.632304e-16,1.220679e-07,8.478270e-19,-4.588922e-09,-3.348538e-07,1.823528390482e-01,0.000000000000e+00,0.000000000000e+00
39323,139015.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.796163e-12,6.595808e-11,2.429589e-16,3.632553e-16,3.632553e-16,-2.448541e-10,3.197549e-19,-4.189242e-09,-3.348245e-07,1.823477667303e-01,0.000000000000e+00,0.000000000000e+00
39324,139020.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.744916e-12,6.593896e-11,2.429592e-16,3.632802e-16,3.632802e-16,-2.024103e-08,-1.283467e-18,-7.342275e-09,-3.347953e-07,1.823426948771e-01,0.000000000000e+00,0.000000000000e+00
39325,139025.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.606182e-12,6.591956e-11,2.429596e-16,3.633052e-16,3.633052e-16,6.879234e-08,-1.077214e-18,-1.170915e-08,-3.347661e-07,1.823376234885e-01,0.000000000000e+00,0.000000000000e+00
39326,139030.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.424816e-12,6.590052e-11,2.429600e-16,2.724976e-16,2.724976e-16,-1.847267e-07,9.474064e-19,-7.401487e-09,-3.347369e-07,1.823325525647e-01,0.000000000000e+00,0.000000000000e+00
39327,139035.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.552714e-12,6.588143e-11,2.429604e-16,2.725163e-16,2.725163e-16,-1.468305e-07,-1.067262e-19,-3.552714e-09,-3.347077e-07,1.823274821053e-01,0.000000000000e+00,0.000000000000e+00
39328,139040.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.371703e-12,6.586210e-11,2.429607e-16,2.725350e-16,2.725350e-16,-5.700030e-08,1.095319e-18,-3.286260e-09,-3.346785e-07,1.823224121105e-01,0.000000000000e+00,0.000000000000e+00
39329,139045.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.497736e-12,6.584304e-11,2.429611e-16,3.634050e-16,3.634050e-16,1.278335e-07,4.903791e-19,-3.730349e-09,-3.346493e-07,1.823173425802e-01,0.000000000000e+00,0.000000000000e+00
39330,139050.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.780087e-12,6.582361e-11,2.429615e-16,2.725724e-16,2.725724e-16,-3.983374e-09,-2.936557e-19,-6.602126e-09,-3.346201e-07,1.823122735141e-01,0.000000000000e+00,0.000000000000e+00
39331,139055.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.821210e-12,6.580469e-11,2.429619e-16,2.725911e-16,2.725911e-16,-7.979501e-08,5.352189e-20,-5.802766e-09,-3.345910e-07,1.823072049124e-01,0.000000000000e+00,0.000000000000e+00
39332,139060.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,3.453238e-12,6.578556e-11,2.429622e-16,3.634798e-16,3.634798e-16,9.295851e-08,-2.460101e-19,-3.108624e-09,-3.345618e-07,1.823021367750e-01,0.000000000000e+00,0.000000000000e+00
39333,139065.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.526157e-12,6.576625e-11,3.239501e-16,2.726286e-16,3.239501e-16,-6.622327e-08,3.296546e-19,-4.855375e-09,-3.345326e-07,1.822970691017e-01,0.000000000000e+00,0.000000000000e+00
39334,139070.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.954348e-12,6.574728e-11,2.429630e-16,2.726473e-16,2.726473e-16,2.655127e-08,6.403040e-19,-4.529710e-09,-3.345034e-07,1.822920018925e-01,0.000000000000e+00,0.000000000000e+00
39335,139075.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.220624e-12,6.572806e-11,2.429633e-16,2.726660e-16,2.726660e-16,-6.754084e-09,1.998310e-18,-3.153033e-09,-3.344743e-07,1.822869351474e-01,0.000000000000e+00,0.000000000000e+00
39336,139080.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.073275e-12,6.570910e-11,3.239516e-16,3.635796e-16,3.635796e-16,4.682271e-08,6.202928e-19,-5.092223e-09,-3.344451e-07,1.822818688662e-01,0.000000000000e+00,0.000000000000e+00
39337,139085.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.416201e-12,6.568969e-11,2.429641e-16,3.636045e-16,3.636045e-16,2.754210e-08,5.782588e-19,-7.564320e-09,-3.344159e-07,1.822768030490e-01,0.000000000000e+00,0.000000000000e+00
39338,139090.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,4.341416e-12,6.567072e-11,2.429645e-16,3.636295e-16,3.636295e-16,-3.832773e-08,5.523184e-19,-2.975398e-09,-3.343868e-07,1.822717376956e-01,0.000000000000e+00,0.000000000000e+00
39339,139095.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,7.119638e-12,6.565161e-11,2.429648e-16,3.636544e-16,3.636544e-16,1.380491e-07,7.895406e-19,2.738550e-09,-3.343576e-07,1.822666728060e-01,0.000000000000e+00,0.000000000000e+00
39340,139100.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.664891e-12,6.563262e-11,2.429652e-16,3.636794e-16,3.636794e-16,-1.003372e-07,-3.939233e-19,5.491903e-09,-3.343285e-07,1.822616083802e-01,0.000000000000e+00,0.000000000000e+00
39341,139105.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,5.805134e-12,6.561339e-11,2.429656e-16,3.637043e-16,3.637043e-16,-1.560702e-07,-9.495239e-19,5.388282e-09,-3.342993e-07,1.822565444179e-01,0.000000000000e+00,0.000000000000e+00
39342,139110.000000,5.000000,1.200000000000e-02,1.200000000000e-02,5.000494505495e+01,4.999373626374e-02,4,6.721734e-12,6.559449e-11,2.429659e-16,2.727970e-16,2.727970e-16,-8.332330e-08,8.423743e-19,1.776357e-09,-3.342702e-07,1.822514809193e-01,0.000000000000e+00,0.000000000000e+00
