step,time_s,dt_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_boundary_flux,temperature_balance_residual,moisture_boundary_flux,moisture_balance_residual
3988,3988.000000,1.000000,4,1.804779e-12,2.124967e-13,2.367387e-16,2.812326e-16,2.812326e-16,1.903052e+00,1.684608e-11,-2.238217e-08,-1.051115e-19
3989,3989.000000,1.000000,4,3.581135e-12,2.038369e-13,2.367275e-16,2.812235e-16,2.812235e-16,1.901451e+00,1.225531e-11,-2.238103e-08,-3.019871e-20
3990,3990.000000,1.000000,4,4.177991e-12,2.149392e-13,2.367163e-16,2.812145e-16,2.812145e-16,1.899853e+00,7.374479e-11,-2.237988e-08,9.922859e-21
3991,3991.000000,1.000000,4,2.764011e-12,2.093881e-13,2.367052e-16,2.812054e-16,2.812054e-16,1.898258e+00,-1.879727e-10,-2.237874e-08,8.005123e-20
3992,3992.000000,1.000000,4,2.621903e-12,2.149392e-13,2.958676e-16,2.811827e-16,2.958676e-16,1.896665e+00,4.532041e-11,-2.237759e-08,9.969181e-21
3993,3993.000000,1.000000,4,2.110312e-12,2.120526e-13,2.366830e-16,2.811875e-16,2.811875e-16,1.895075e+00,-3.852918e-12,-2.237645e-08,2.123902e-19
3994,3994.000000,1.000000,4,2.827960e-12,2.127187e-13,2.366720e-16,3.514561e-16,3.514561e-16,1.893487e+00,-3.561640e-11,-2.237530e-08,-4.464459e-20
3995,3995.000000,1.000000,4,2.962963e-12,2.178258e-13,2.366609e-16,3.514450e-16,3.514450e-16,1.891901e+00,-2.088503e-10,-2.237416e-08,3.688233e-20
3996,3996.000000,1.000000,4,2.479794e-12,2.231548e-13,2.366500e-16,2.811609e-16,2.811609e-16,1.890318e+00,1.207390e-11,-2.237301e-08,-2.579480e-20
3997,3997.000000,1.000000,4,2.252420e-12,2.049472e-13,2.366390e-16,2.811521e-16,2.811521e-16,1.888738e+00,4.743295e-11,-2.237187e-08,-8.455109e-20
3998,3998.000000,1.000000,4,3.261391e-12,2.173817e-13,2.366281e-16,2.811433e-16,2.811433e-16,1.887160e+00,5.353362e-11,-2.237072e-08,1.163578e-19
3999,3999.000000,1.000000,4,2.330580e-12,2.167155e-13,2.366172e-16,2.811346e-16,2.811346e-16,1.885584e+00,-2.091483e-11,-2.236958e-08,1.894905e-19
4000,4000.000000,1.000000,4,2.373213e-12,2.051692e-13,2.366063e-16,2.811259e-16,2.811259e-16,1.884010e+00,-6.931367e-11,-2.236843e-08,-1.252351e-20
4001,4001.000000,1.000000,4,2.174261e-12,2.151612e-13,2.365954e-16,2.811172e-16,2.811172e-16,1.882439e+00,9.000556e-11,-2.236728e-08,-3.135345e-20
4002,4002.000000,1.000000,4,3.197442e-12,2.164935e-13,2.365846e-16,2.811086e-16,2.811086e-16,1.880870e+00,1.461351e-10,-2.236614e-08,-1.205798e-19
4003,4003.000000,1.000000,4,1.904255e-12,2.149392e-13,2.365738e-16,2.811000e-16,2.811000e-16,1.879303e+00,-2.416289e-11,-2.236499e-08,2.352502e-21
4004,4004.000000,1.000000,4,2.273737e-12,2.138290e-13,2.365630e-16,3.513474e-16,3.513474e-16,1.877738e+00,2.060063e-10,-2.236384e-08,-1.582595e-19
4005,4005.000000,1.000000,4,2.778222e-12,2.111644e-13,2.365522e-16,2.810829e-16,2.810829e-16,1.876175e+00,-1.160381e-10,-2.236270e-08,-5.061022e-20
4006,4006.000000,1.000000,4,2.906120e-12,2.104983e-13,2.365415e-16,3.513262e-16,3.513262e-16,1.874615e+00,4.091749e-11,-2.236155e-08,-1.561717e-19
4007,4007.000000,1.000000,4,2.280842e-12,2.073897e-13,2.365308e-16,2.810660e-16,2.810660e-16,1.873057e+00,-2.725034e-10,-2.236040e-08,3.219718e-20
4008,4008.000000,1.000000,4,2.899014e-12,2.071676e-13,2.365201e-16,2.810576e-16,2.810576e-16,1.871501e+00,-9.082068e-12,-2.235926e-08,1.357602e-19
4009,4009.000000,1.000000,4,2.835066e-12,2.142730e-13,2.365095e-16,2.810492e-16,2.810492e-16,1.869947e+00,1.068812e-11,-2.235811e-08,-7.961779e-20
4010,4010.000000,1.000000,4,2.138734e-12,2.096101e-13,2.364988e-16,3.512843e-16,3.512843e-16,1.868395e+00,1.234632e-10,-2.235696e-08,-7.118385e-20
4011,4011.000000,1.000000,4,4.163780e-12,2.122746e-13,2.364882e-16,2.810326e-16,2.810326e-16,1.866845e+00,8.845702e-11,-2.235581e-08,1.086055e-19
4012,4012.000000,1.000000,4,2.962963e-12,2.071676e-13,2.364776e-16,3.512804e-16,3.512804e-16,1.865297e+00,-6.847189e-11,-2.235467e-08,-1.934908e-19
4013,4013.000000,1.000000,4,1.904255e-12,2.060574e-13,2.364670e-16,2.810161e-16,2.810161e-16,1.863751e+00,-3.920086e-11,-2.235352e-08,1.567011e-20
4014,4014.000000,1.000000,4,2.415845e-12,2.089440e-13,2.364565e-16,2.810079e-16,2.810079e-16,1.862207e+00,3.102274e-11,-2.235237e-08,1.606120e-19
4015,4015.000000,1.000000,4,2.451372e-12,2.069456e-13,2.364460e-16,2.809997e-16,2.809997e-16,1.860665e+00,-1.155385e-10,-2.235122e-08,1.024480e-19
4016,4016.000000,1.000000,4,2.017941e-12,2.076117e-13,2.364355e-16,2.809916e-16,2.809916e-16,1.859125e+00,4.477707e-11,-2.235007e-08,-4.405564e-20
4017,4017.000000,1.000000,4,2.117417e-12,2.118306e-13,2.364250e-16,2.809835e-16,2.809835e-16,1.857587e+00,2.042100e-11,-2.234893e-08,3.285892e-20
4018,4018.000000,1.000000,4,1.911360e-12,2.109424e-13,2.364146e-16,3.512027e-16,3.512027e-16,1.856050e+00,-1.442797e-10,-2.234778e-08,3.687902e-20
4019,4019.000000,1.000000,4,2.764011e-12,2.129408e-13,2.364041e-16,2.809674e-16,2.809674e-16,1.854516e+00,-1.674978e-10,-2.234663e-08,-4.942900e-20
4020,4020.000000,1.000000,4,1.655565e-12,2.073897e-13,2.363937e-16,2.809594e-16,2.809594e-16,1.852984e+00,1.566902e-10,-2.234548e-08,-2.164235e-20
4021,4021.000000,1.000000,4,2.572165e-12,2.093881e-13,2.363833e-16,2.809515e-16,2.809515e-16,1.851404e+00,1.271958e-10,-2.234432e-08,1.474698e-20
4022,4022.000000,1.000000,4,1.939782e-12,2.113865e-13,2.363730e-16,3.511630e-16,3.511630e-16,1.849778e+00,2.961431e-11,-2.234314e-08,-5.444834e-20
4023,4023.000000,1.000000,4,2.692957e-12,2.042810e-13,2.363627e-16,2.809357e-16,2.809357e-16,1.848155e+00,-8.543344e-11,-2.234196e-08,-1.195772e-20
4024,4024.000000,1.000000,4,2.536638e-12,2.067235e-13,2.954390e-16,2.809278e-16,2.954390e-16,1.846534e+00,-1.826983e-12,-2.234078e-08,2.387905e-20
4025,4025.000000,1.000000,4,2.692957e-12,2.051692e-13,2.363422e-16,2.809200e-16,2.809200e-16,1.844916e+00,-8.530687e-11,-2.233960e-08,2.518269e-20
4026,4026.000000,1.000000,4,2.565059e-12,2.016165e-13,2.363320e-16,2.809122e-16,2.809122e-16,1.843300e+00,5.691936e-11,-2.233843e-08,9.935101e-20
4027,4027.000000,1.000000,4,2.053469e-12,2.062794e-13,2.363218e-16,2.808914e-16,2.808914e-16,1.841687e+00,1.783829e-10,-2.233725e-08,8.769107e-20
4028,4028.000000,1.000000,4,2.366107e-12,2.107203e-13,2.363116e-16,2.808968e-16,2.808968e-16,1.840076e+00,1.224301e-10,-2.233607e-08,6.093343e-20
4029,4029.000000,1.000000,4,2.373213e-12,2.204903e-13,2.363014e-16,2.808891e-16,2.808891e-16,1.838467e+00,-1.570166e-11,-2.233489e-08,-3.855985e-20
4030,4030.000000,1.000000,4,2.451372e-12,2.069456e-13,2.362913e-16,2.808814e-16,2.808814e-16,1.836860e+00,-9.995116e-11,-2.233371e-08,-1.592819e-20
4031,4031.000000,1.000000,4,2.231104e-12,2.076117e-13,2.362812e-16,2.808738e-16,2.808738e-16,1.835256e+00,1.331513e-11,-2.233253e-08,2.172176e-20
4032,4032.000000,1.000000,4,2.259526e-12,2.022826e-13,2.362712e-16,2.808532e-16,2.808532e-16,1.833653e+00,-2.933209e-13,-2.233136e-08,4.865476e-20
4033,4033.000000,1.000000,4,2.657430e-12,1.965095e-13,2.362611e-16,2.808587e-16,2.808587e-16,1.832053e+00,-1.564000e-10,-2.233018e-08,-2.518930e-20
4034,4034.000000,1.000000,4,3.986145e-12,2.122746e-13,2.362511e-16,2.808512e-16,2.808512e-16,1.830455e+00,1.973102e-10,-2.232900e-08,1.030502e-19
4035,4035.000000,1.000000,4,2.209788e-12,1.980638e-13,2.362411e-16,2.808437e-16,2.808437e-16,1.828858e+00,-3.416134e-11,-2.232782e-08,4.724856e-20
4036,4036.000000,1.000000,4,2.430056e-12,2.036149e-13,2.362311e-16,2.808363e-16,2.808363e-16,1.827264e+00,1.856870e-10,-2.232664e-08,4.656365e-20
4037,4037.000000,1.000000,4,2.252420e-12,2.033929e-13,2.952764e-16,2.808289e-16,2.952764e-16,1.825672e+00,-3.875722e-11,-2.232546e-08,9.331590e-20
4038,4038.000000,1.000000,4,2.096101e-12,2.136069e-13,2.362112e-16,3.510269e-16,3.510269e-16,1.824081e+00,1.478817e-13,-2.232428e-08,7.000264e-20
4039,4039.000000,1.000000,4,2.025047e-12,2.045031e-13,2.362013e-16,3.510016e-16,3.510016e-16,1.822493e+00,3.170775e-11,-2.232310e-08,2.245961e-20
4040,4040.000000,1.000000,4,3.467449e-12,2.002842e-13,2.361914e-16,2.808068e-16,2.808068e-16,1.820906e+00,-1.165044e-10,-2.232192e-08,2.171779e-19
4041,4041.000000,1.000000,4,2.806644e-12,2.084999e-13,2.361815e-16,3.509834e-16,3.509834e-16,1.819322e+00,-3.382139e-11,-2.232074e-08,-6.879165e-20
4042,4042.000000,1.000000,4,2.614797e-12,2.087219e-13,2.361717e-16,2.807923e-16,2.807923e-16,1.817739e+00,-1.489389e-10,-2.231956e-08,4.793015e-20
4043,4043.000000,1.000000,4,2.437162e-12,2.042810e-13,2.361619e-16,2.807723e-16,2.807723e-16,1.816158e+00,-8.177325e-11,-2.231838e-08,1.171552e-19
4044,4044.000000,1.000000,4,2.216893e-12,2.013945e-13,2.361520e-16,2.807780e-16,2.807780e-16,1.814579e+00,1.372329e-10,-2.231720e-08,4.617322e-20
4045,4045.000000,1.000000,4,2.359002e-12,1.962874e-13,2.951778e-16,2.807708e-16,2.951778e-16,1.813002e+00,8.621148e-11,-2.231602e-08,-1.070372e-19
4046,4046.000000,1.000000,4,2.877698e-12,1.987299e-13,2.361325e-16,2.807637e-16,2.807637e-16,1.811427e+00,1.924194e-11,-2.231484e-08,-9.687278e-20
4047,4047.000000,1.000000,4,2.046363e-12,2.142730e-13,2.361227e-16,2.807567e-16,2.807567e-16,1.809853e+00,-7.318190e-11,-2.231366e-08,2.532827e-20
4048,4048.000000,1.000000,4,2.138734e-12,2.009504e-13,2.361130e-16,2.807496e-16,2.807496e-16,1.808281e+00,1.041285e-10,-2.231248e-08,9.519194e-21
4049,4049.000000,1.000000,4,2.067679e-12,2.049472e-13,2.361033e-16,3.509124e-16,3.509124e-16,1.806711e+00,3.250178e-11,-2.231130e-08,5.710524e-20
4050,4050.000000,1.000000,4,2.415845e-12,2.033929e-13,2.951155e-16,2.807357e-16,2.951155e-16,1.805143e+00,-3.275358e-11,-2.231012e-08,7.131951e-20
4051,4051.000000,1.000000,4,2.223999e-12,1.985079e-13,2.360840e-16,2.807287e-16,2.807287e-16,1.803577e+00,2.511635e-11,-2.230894e-08,-1.373881e-19
4052,4052.000000,1.000000,4,2.025047e-12,1.965095e-13,2.360743e-16,2.807219e-16,2.807219e-16,1.802012e+00,5.341461e-11,-2.230776e-08,4.232187e-20
4053,4053.000000,1.000000,4,2.138734e-12,2.020606e-13,2.360647e-16,3.508779e-16,3.508779e-16,1.800449e+00,3.396350e-11,-2.230658e-08,3.279606e-20
4054,4054.000000,1.000000,4,2.515321e-12,1.991740e-13,2.360551e-16,2.807081e-16,2.807081e-16,1.798888e+00,-2.238387e-11,-2.230540e-08,-1.362201e-20
4055,4055.000000,1.000000,4,1.975309e-12,2.005063e-13,2.950569e-16,2.807013e-16,2.950569e-16,1.797328e+00,-1.741940e-11,-2.230422e-08,-2.167213e-20
4056,4056.000000,1.000000,4,2.181366e-12,2.002842e-13,2.360359e-16,2.806946e-16,2.806946e-16,1.795770e+00,6.614664e-11,-2.230304e-08,3.399381e-20
4057,4057.000000,1.000000,4,1.676881e-12,1.985079e-13,2.360264e-16,3.508598e-16,3.508598e-16,1.794214e+00,1.138734e-11,-2.230186e-08,2.168206e-20
4058,4058.000000,1.000000,4,2.231104e-12,2.011724e-13,2.360169e-16,2.806811e-16,2.806811e-16,1.792660e+00,-2.470868e-11,-2.230067e-08,-1.204375e-21
4059,4059.000000,1.000000,4,3.844036e-12,2.018385e-13,2.360074e-16,2.806744e-16,2.806744e-16,1.791107e+00,-2.333114e-10,-2.229949e-08,-8.216550e-20
4060,4060.000000,1.000000,4,2.351896e-12,1.905143e-13,2.359979e-16,2.806678e-16,2.806678e-16,1.789556e+00,1.214047e-10,-2.229831e-08,-1.559633e-19
4061,4061.000000,1.000000,4,2.081890e-12,2.029488e-13,2.949839e-16,2.806612e-16,2.949839e-16,1.788006e+00,2.865042e-11,-2.229713e-08,7.831415e-20
4062,4062.000000,1.000000,4,2.138734e-12,2.007283e-13,2.359790e-16,2.806546e-16,2.806546e-16,1.786458e+00,-1.337899e-10,-2.229595e-08,-1.245238e-19
4063,4063.000000,1.000000,4,2.152944e-12,1.965095e-13,2.949619e-16,2.806480e-16,2.949619e-16,1.784912e+00,8.949952e-12,-2.229477e-08,-5.184768e-20
4064,4064.000000,1.000000,4,2.543743e-12,1.991740e-13,2.359601e-16,2.806291e-16,2.806291e-16,1.783368e+00,7.890932e-11,-2.229358e-08,-4.018113e-20
4065,4065.000000,1.000000,4,2.593481e-12,2.080558e-13,2.359507e-16,2.806350e-16,2.806350e-16,1.781825e+00,-4.435363e-11,-2.229240e-08,-3.911572e-20
4066,4066.000000,1.000000,4,1.918465e-12,1.998401e-13,2.359413e-16,2.806286e-16,2.806286e-16,1.780283e+00,1.580802e-10,-2.229122e-08,-1.417457e-20
4067,4067.000000,1.000000,4,2.053469e-12,2.047251e-13,2.359320e-16,2.806221e-16,2.806221e-16,1.778744e+00,-9.845147e-11,-2.229004e-08,-1.373782e-19
4068,4068.000000,1.000000,4,1.527667e-12,2.029488e-13,2.359226e-16,2.806157e-16,2.806157e-16,1.777205e+00,-6.692158e-11,-2.228886e-08,7.464478e-21
4069,4069.000000,1.000000,4,2.202682e-12,2.005063e-13,2.359133e-16,2.806094e-16,2.806094e-16,1.775669e+00,-1.126432e-12,-2.228767e-08,-4.603756e-20
4070,4070.000000,1.000000,4,2.515321e-12,2.007283e-13,2.359040e-16,2.806031e-16,2.806031e-16,1.774134e+00,-1.105658e-10,-2.228649e-08,5.053412e-20
4071,4071.000000,1.000000,4,2.010836e-12,1.958433e-13,2.358947e-16,2.805968e-16,2.805968e-16,1.772600e+00,-1.974252e-10,-2.228531e-08,1.170494e-19
4072,4072.000000,1.000000,4,2.650324e-12,2.016165e-13,2.358855e-16,3.507228e-16,3.507228e-16,1.771069e+00,1.719780e-11,-2.228413e-08,7.886340e-20
4073,4073.000000,1.000000,4,1.769251e-12,2.087219e-13,2.358762e-16,2.805843e-16,2.805843e-16,1.769538e+00,-9.682055e-11,-2.228294e-08,-2.152092e-19
4074,4074.000000,1.000000,4,2.025047e-12,1.996181e-13,2.358670e-16,2.805781e-16,2.805781e-16,1.768009e+00,-1.846825e-10,-2.228176e-08,5.624828e-21
4075,4075.000000,1.000000,4,3.090861e-12,2.011724e-13,2.948222e-16,3.506996e-16,3.506996e-16,1.766482e+00,-3.088241e-11,-2.228058e-08,-4.366852e-20
4076,4076.000000,1.000000,4,2.017941e-12,2.082778e-13,2.358486e-16,3.506919e-16,3.506919e-16,1.764956e+00,-5.460876e-11,-2.227940e-08,-2.224189e-19
4077,4077.000000,1.000000,4,1.996625e-12,1.976197e-13,2.358394e-16,2.805596e-16,2.805596e-16,1.763432e+00,-1.621792e-10,-2.227821e-08,-5.490825e-20
4078,4078.000000,1.000000,4,2.181366e-12,2.029488e-13,2.358302e-16,3.506919e-16,3.506919e-16,1.761910e+00,9.398837e-11,-2.227703e-08,4.246745e-20
4079,4079.000000,1.000000,4,1.449507e-12,1.969536e-13,2.358211e-16,2.805475e-16,2.805475e-16,1.760388e+00,3.900680e-11,-2.227585e-08,-4.180240e-20
4080,4080.000000,1.000000,4,2.572165e-12,1.951772e-13,2.358120e-16,2.805415e-16,2.805415e-16,1.758869e+00,-4.775735e-12,-2.227466e-08,-1.337386e-19
4081,4081.000000,1.000000,4,1.932676e-12,1.967315e-13,2.358024e-16,2.805355e-16,2.805355e-16,1.758678e+00,-6.553136e-11,-2.227345e-08,3.918851e-20
4082,4082.000000,1.000000,4,2.216893e-12,2.080558e-13,2.357924e-16,3.506468e-16,3.506468e-16,1.759795e+00,-1.040887e-10,-2.227222e-08,1.079835e-19
4083,4083.000000,1.000000,4,2.970069e-12,2.073897e-13,2.357821e-16,3.506545e-16,3.506545e-16,1.760880e+00,1.086138e-10,-2.227098e-08,-1.000326e-19
4084,4084.000000,1.000000,4,2.565059e-12,2.149392e-13,2.357717e-16,2.805177e-16,2.805177e-16,1.761945e+00,1.126530e-10,-2.226975e-08,-3.372581e-20
4085,4085.000000,1.000000,4,2.032152e-12,2.129408e-13,2.357611e-16,2.805118e-16,2.805118e-16,1.762993e+00,5.172152e-11,-2.226851e-08,-1.855962e-19
4086,4086.000000,1.000000,4,2.707168e-12,2.204903e-13,2.357503e-16,2.805060e-16,2.805060e-16,1.764026e+00,4.076850e-11,-2.226728e-08,-5.581484e-20
4087,4087.000000,1.000000,4,1.634248e-12,2.171596e-13,2.357395e-16,2.805002e-16,2.805002e-16,1.765047e+00,2.474509e-11,-2.226605e-08,-1.014620e-19
4088,4088.000000,1.000000,4,2.444267e-12,2.207123e-13,2.357285e-16,2.804943e-16,2.804943e-16,1.766056e+00,6.533662e-12,-2.226482e-08,1.090555e-20
4089,4089.000000,1.000000,4,2.039258e-12,2.182698e-13,2.357174e-16,2.804885e-16,2.804885e-16,1.767054e+00,4.776668e-11,-2.226359e-08,-2.036419e-19
4090,4090.000000,1.000000,4,1.676881e-12,2.158274e-13,2.357061e-16,3.506034e-16,3.506034e-16,1.768042e+00,-3.616440e-11,-2.226236e-08,5.434246e-20
4091,4091.000000,1.000000,4,1.854517e-12,2.202682e-13,2.356948e-16,2.804770e-16,2.804770e-16,1.769021e+00,1.212970e-10,-2.226113e-08,1.128870e-19
4092,4092.000000,1.000000,4,2.330580e-12,2.244871e-13,2.356835e-16,2.804711e-16,2.804711e-16,1.769991e+00,-1.534328e-12,-2.225990e-08,-2.919286e-20
4093,4093.000000,1.000000,4,2.181366e-12,2.220446e-13,2.945900e-16,3.505666e-16,3.505666e-16,1.770954e+00,-1.394898e-10,-2.225867e-08,-1.064019e-19
4094,4094.000000,1.000000,4,2.494005e-12,2.295941e-13,2.356604e-16,2.804595e-16,2.804595e-16,1.771908e+00,3.430767e-11,-2.225744e-08,-1.359620e-19
4095,4095.000000,1.000000,4,2.408740e-12,2.207123e-13,2.356488e-16,2.804536e-16,2.804536e-16,1.772855e+00,8.475665e-11,-2.225622e-08,9.628382e-21
4096,4096.000000,1.000000,4,2.039258e-12,2.267075e-13,2.356371e-16,2.804477e-16,2.804477e-16,1.773795e+00,-9.841417e-11,-2.225499e-08,-6.097975e-20
4097,4097.000000,1.000000,4,2.593481e-12,2.216005e-13,2.945316e-16,3.505372e-16,3.505372e-16,1.774728e+00,-1.086786e-10,-2.225376e-08,-4.305971e-20
4098,4098.000000,1.000000,4,3.453238e-12,2.280398e-13,2.356135e-16,3.505297e-16,3.505297e-16,1.775655e+00,-2.223597e-10,-2.225254e-08,-5.806808e-20
4099,4099.000000,1.000000,4,2.266631e-12,2.253753e-13,2.945020e-16,2.804299e-16,2.945020e-16,1.776576e+00,-4.877387e-11,-2.225131e-08,-1.188129e-19
4100,4100.000000,1.000000,4,2.764011e-12,2.289280e-13,2.355896e-16,3.505299e-16,3.505299e-16,1.777490e+00,6.488188e-11,-2.225009e-08,2.403787e-20
4101,4101.000000,1.000000,4,2.380318e-12,2.238210e-13,2.355776e-16,3.505071e-16,3.505071e-16,1.778399e+00,6.831424e-12,-2.224887e-08,5.009406e-20
4102,4102.000000,1.000000,4,2.557954e-12,2.264855e-13,2.355655e-16,2.804118e-16,2.804118e-16,1.779303e+00,-4.248379e-12,-2.224765e-08,9.402397e-20
4103,4103.000000,1.000000,4,2.778222e-12,2.227107e-13,2.355534e-16,2.804057e-16,2.804057e-16,1.780200e+00,-2.237099e-12,-2.224642e-08,-4.622285e-21
4104,4104.000000,1.000000,4,3.105072e-12,2.278178e-13,2.355412e-16,2.803995e-16,2.803995e-16,1.781093e+00,7.957812e-11,-2.224520e-08,1.185482e-19
4105,4105.000000,1.000000,4,2.408740e-12,2.280398e-13,2.355289e-16,2.803933e-16,2.803933e-16,1.781981e+00,1.272724e-10,-2.224398e-08,-1.227007e-19
4106,4106.000000,1.000000,4,2.032152e-12,2.238210e-13,2.355166e-16,2.803870e-16,2.803870e-16,1.782863e+00,6.392842e-11,-2.224276e-08,-9.427543e-20
4107,4107.000000,1.000000,4,2.422951e-12,2.302603e-13,2.355043e-16,2.803807e-16,2.803807e-16,1.783741e+00,-3.477751e-11,-2.224154e-08,-4.701695e-21
4108,4108.000000,1.000000,4,3.034017e-12,2.167155e-13,2.354919e-16,2.803744e-16,2.803744e-16,1.784614e+00,-6.145351e-11,-2.224032e-08,5.975884e-20
4109,4109.000000,1.000000,4,2.721379e-12,2.271516e-13,2.354794e-16,2.803680e-16,2.803680e-16,1.785483e+00,-4.274647e-11,-2.223910e-08,1.800938e-20
4110,4110.000000,1.000000,4,2.387424e-12,2.282619e-13,2.354669e-16,2.803616e-16,2.803616e-16,1.786347e+00,5.201617e-12,-2.223788e-08,6.038418e-20
4111,4111.000000,1.000000,4,1.996625e-12,2.222666e-13,2.354544e-16,2.803551e-16,2.803551e-16,1.787207e+00,1.311706e-10,-2.223667e-08,-2.983475e-20
4112,4112.000000,1.000000,4,2.238210e-12,2.158274e-13,2.354418e-16,3.504358e-16,3.504358e-16,1.788063e+00,1.072280e-10,-2.223545e-08,-9.902014e-20
4113,4113.000000,1.000000,4,1.904255e-12,2.375877e-13,2.354292e-16,2.803421e-16,2.803421e-16,1.788914e+00,1.143061e-10,-2.223423e-08,-8.582826e-20
4114,4114.000000,1.000000,4,2.010836e-12,2.273737e-13,2.354166e-16,3.504038e-16,3.504038e-16,1.789762e+00,1.657252e-11,-2.223302e-08,4.929004e-20
4115,4115.000000,1.000000,4,2.209788e-12,2.284839e-13,2.354039e-16,2.803288e-16,2.803288e-16,1.790606e+00,-1.732792e-11,-2.223180e-08,1.946191e-20
4116,4116.000000,1.000000,4,3.254286e-12,2.309264e-13,2.353911e-16,2.803221e-16,2.803221e-16,1.791445e+00,-2.057756e-10,-2.223059e-08,-1.463646e-19
4117,4117.000000,1.000000,4,2.337686e-12,2.349232e-13,2.353783e-16,2.803029e-16,2.803029e-16,1.792281e+00,8.733503e-11,-2.222937e-08,-4.135572e-20
4118,4118.000000,1.000000,4,2.252420e-12,2.302603e-13,2.353655e-16,2.803086e-16,2.803086e-16,1.793113e+00,-1.084590e-10,-2.222816e-08,5.890849e-20
4119,4119.000000,1.000000,4,2.110312e-12,2.369216e-13,2.353527e-16,3.503772e-16,3.503772e-16,1.793942e+00,-1.967537e-11,-2.222695e-08,-7.044601e-20
4120,4120.000000,1.000000,4,3.225864e-12,2.258194e-13,2.353398e-16,3.503686e-16,3.503686e-16,1.794767e+00,1.198650e-10,-2.222573e-08,-8.585473e-20
4121,4121.000000,1.000000,4,2.572165e-12,2.402523e-13,2.353269e-16,2.802880e-16,2.802880e-16,1.795589e+00,-3.883471e-11,-2.222452e-08,-1.832370e-20
4122,4122.000000,1.000000,4,1.790568e-12,2.331468e-13,2.353139e-16,2.802810e-16,2.802810e-16,1.796407e+00,5.308021e-11,-2.222331e-08,-3.252805e-20
4123,4123.000000,1.000000,4,3.019807e-12,2.293721e-13,2.353009e-16,3.503425e-16,3.503425e-16,1.797222e+00,9.096235e-11,-2.222210e-08,6.124445e-20
4124,4124.000000,1.000000,4,3.431921e-12,2.262635e-13,2.352879e-16,2.802670e-16,2.802670e-16,1.798033e+00,-3.095968e-12,-2.222089e-08,-3.841758e-20
4125,4125.000000,1.000000,4,1.982414e-12,2.378098e-13,2.352748e-16,2.802599e-16,2.802599e-16,1.798842e+00,1.433009e-10,-2.221968e-08,-6.263412e-21
4126,4126.000000,1.000000,4,2.145839e-12,2.267075e-13,2.352617e-16,3.503001e-16,3.503001e-16,1.799647e+00,-1.044951e-10,-2.221847e-08,-7.997182e-20
4127,4127.000000,1.000000,4,1.840306e-12,2.366995e-13,2.352486e-16,2.802455e-16,2.802455e-16,1.800449e+00,1.373088e-10,-2.221726e-08,-1.203250e-19
4128,4128.000000,1.000000,4,2.486900e-12,2.291500e-13,2.352354e-16,2.802383e-16,2.802383e-16,1.801248e+00,1.589262e-11,-2.221605e-08,-9.771319e-20
4129,4129.000000,1.000000,4,2.195577e-12,2.360334e-13,2.352222e-16,2.802310e-16,2.802310e-16,1.802044e+00,-2.878764e-11,-2.221484e-08,6.092020e-20
4130,4130.000000,1.000000,4,1.563194e-12,2.373657e-13,2.352090e-16,2.802237e-16,2.802237e-16,1.802836e+00,7.214718e-11,-2.221364e-08,1.012568e-19
4131,4131.000000,1.000000,4,2.827960e-12,2.418066e-13,2.351957e-16,3.502545e-16,3.502545e-16,1.803626e+00,1.271632e-10,-2.221243e-08,6.359365e-20
4132,4132.000000,1.000000,4,2.543743e-12,2.413625e-13,2.351825e-16,2.802090e-16,2.802090e-16,1.804413e+00,-7.431344e-11,-2.221122e-08,-8.417059e-20
4133,4133.000000,1.000000,4,3.119283e-12,2.291500e-13,2.351692e-16,2.802015e-16,2.802015e-16,1.805198e+00,8.031886e-11,-2.221002e-08,2.855758e-20
4134,4134.000000,1.000000,4,2.103206e-12,2.409184e-13,2.351558e-16,2.801940e-16,2.801940e-16,1.805979e+00,1.391260e-10,-2.220881e-08,-4.539567e-20
4135,4135.000000,1.000000,4,1.669775e-12,2.340350e-13,2.351425e-16,2.801865e-16,2.801865e-16,1.806758e+00,-8.958612e-11,-2.220761e-08,-4.338066e-20
4136,4136.000000,1.000000,4,2.344791e-12,2.413625e-13,2.351291e-16,2.801660e-16,2.801660e-16,1.807534e+00,7.410517e-11,-2.220641e-08,1.346650e-19
4137,4137.000000,1.000000,4,2.721379e-12,2.300382e-13,2.351156e-16,2.801713e-16,2.801713e-16,1.808307e+00,1.691425e-10,-2.220520e-08,1.023619e-19
4138,4138.000000,1.000000,4,2.081890e-12,2.422507e-13,2.351022e-16,2.801636e-16,2.801636e-16,1.809078e+00,-2.115597e-11,-2.220400e-08,-3.337839e-20
4139,4139.000000,1.000000,4,2.607692e-12,2.295941e-13,2.350887e-16,2.801559e-16,2.801559e-16,1.809846e+00,5.900835e-11,-2.220280e-08,2.975534e-20
4140,4140.000000,1.000000,4,3.090861e-12,2.295941e-13,2.350752e-16,3.501690e-16,3.501690e-16,1.810611e+00,-1.204019e-10,-2.220159e-08,-4.255348e-20
4141,4141.000000,1.000000,4,3.403500e-12,2.351452e-13,2.350621e-16,2.801404e-16,2.801404e-16,1.810120e+00,6.990408e-11,-2.220042e-08,-9.426550e-21
